CJ_HeightDiff,CJ_Gracew,CJ_Fw,CJ_Sw,CJ_Dw,CJ_Frame,CJ_PosZ,CJ_PosX,,SJ_HeightDiff,SJ_Gracew,SJ_Fw,SJ_Frame,SJ_PosZ,SJ_PosX,,
-2090,11,67,67,91,296,-2155.43654,2486.68,,-2090,11,107,212,-2155.522462,2607.755583,,121.0755833
-2100,11,68,68,93,296,-2165.705874,2490.940667,,-2100,11,108,212,-2161.355795,2610.797333,,119.8566667
-2110,11,68,69,92,297,-2175.080125,2494.402333,,-2110,11,110,212,-2175.522462,2616.880833,,122.4785
-2120,11,68,68,93,297,-2185.497541,2498.682,,-2120,11,111,212,-2183.855795,2619.922583,,121.2405833
-2130,11,68,69,92,298,-2195.288458,2502.143667,,-2130,11,109,213,-2195.782128,2624.130667,,121.987
-2140,11,68,68,93,298,-2205.705874,2506.423333,,-2140,11,110,213,-2202.865462,2627.172417,,120.7490833
-2150,11,68,69,92,299,-2215.913458,2509.885,,-2150,11,111,213,-2210.782128,2630.214167,,120.3291667
-2160,11,68,67,95,298,-2225.987874,2513.908,,-2160,11,109,214,-2223.958462,2634.42225,,120.51425
-2170,11,67,69,94,299,-2235.487124,2517.369667,,-2170,11,110,214,-2230.625128,2637.464,,120.0943333
-2180,11,67,70,93,300,-2245.757208,2520.831333,,-2180,11,111,214,-2238.125128,2640.50575,,119.6744167
-2190,11,68,68,94,300,-2255.278791,2525.111,,-2190,11,113,214,-2255.625128,2646.58925,,121.47825
-2200,11,68,69,93,301,-2265.548875,2528.572667,,-2200,11,111,215,-2265.884795,2650.797333,,122.2246667
-2210,11,68,67,96,300,-2275.852457,2532.595667,,-2210,11,112,215,-2273.801462,2653.839083,,121.2434167
-2220,11,67,69,95,301,-2285.414207,2536.057333,,-2220,11,113,215,-2282.551462,2656.880833,,120.8235
-2230,11,67,70,94,302,-2295.746791,2539.519,,-2230,11,111,216,-2294.061128,2661.088917,,121.5699167
-2240,11,68,68,95,302,-2305.622541,2543.798667,,-2240,11,112,216,-2301.561128,2664.130667,,120.332
-2250,11,68,69,94,303,-2315.955125,2547.260333,,-2250,11,113,216,-2309.894462,2667.172417,,119.9120833
-2260,11,71,70,94,304,-2325.952126,2550.703,,-2260,11,111,217,-2322.654128,2671.3805,,120.6775
-2270,11,68,68,96,303,-2335.278791,2554.745,,-2270,11,112,217,-2329.737462,2674.42225,,119.67725
-2280,11,68,69,95,304,-2345.257208,2558.206667,,-2280,11,110,218,-2345.830462,2678.630333,,120.4236667
-2290,11,69,69,94,305,-2355.589792,2561.668333,,-2290,11,115,217,-2355.987462,2683.5475,,121.8791667
-2300,11,68,68,97,304,-2365.289208,2565.691333,,-2300,11,113,218,-2365.830462,2687.755583,,122.06425
-2310,11,71,70,95,306,-2375.879209,2569.390667,,-2310,11,114,218,-2374.163795,2690.797333,,121.4066667
-2320,11,68,70,95,306,-2385.725208,2572.614667,,-2320,11,115,218,-2383.330462,2693.839083,,121.2244167
-2330,11,68,68,98,305,-2395.653791,2576.637667,,-2330,11,113,219,-2394.423462,2698.047167,,121.4095
-2340,11,70,71,96,307,-2405.952126,2580.337,,-2340,11,114,219,-2402.340128,2701.088917,,120.7519167
-2350,11,71,71,95,308,-2415.930543,2583.798667,,-2350,11,115,219,-2411.090128,2704.130667,,120.332
-2360,11,69,70,95,308,-2425.776542,2587.022667,,-2360,11,113,220,-2423.433128,2708.33875,,121.3160833
-2370,11,70,71,97,308,-2435.962543,2591.283333,,-2370,11,114,220,-2430.933128,2711.3805,,120.0971667
-2380,11,71,71,96,309,-2445.586793,2594.745,,-2380,11,115,220,-2439.266462,2714.42225,,119.67725
-2390,11,69,70,96,309,-2455.432792,2597.969,,-2390,11,113,221,-2452.859462,2718.630333,,120.6613333
-2400,11,71,70,98,309,-2465.910459,2602.229667,,-2400,11,114,221,-2459.942795,2721.672083,,119.4424167
-2410,11,71,71,97,310,-2475.59721,2605.691333,,-2410,11,115,221,-2467.859462,2724.713833,,119.0225
-2420,11,69,70,97,310,-2485.443209,2608.915333,,-2420,11,113,222,-2482.702462,2728.921917,,120.0065833
-2430,11,71,72,97,311,-2495.023543,2612.358,,-2430,11,114,222,-2489.369128,2731.963667,,119.6056667
-2440,11,71,71,98,311,-2505.961793,2616.637667,,-2440,11,116,222,-2505.202462,2738.047167,,121.4095
-2450,11,69,70,98,311,-2515.807792,2619.861667,,-2450,11,117,222,-2514.369128,2741.088917,,121.22725
-2460,11,71,72,98,312,-2525.388127,2623.304333,,-2460,11,118,222,-2524.369128,2744.130667,,120.8263333
-2470,11,72,72,97,313,-2535.491543,2626.766,,-2470,11,116,223,-2534.212128,2748.33875,,121.57275
-2480,11,70,71,97,313,-2545.337543,2629.99,,-2480,11,117,223,-2542.962128,2751.3805,,121.3905
-2490,11,72,71,99,313,-2555.69021,2634.250667,,-2490,11,118,223,-2552.545462,2754.42225,,120.1715833
-2500,11,72,72,98,314,-2565.856127,2637.712333,,-2500,11,116,224,-2563.638462,2758.630333,,120.918
-2510,11,70,71,98,314,-2575.702126,2640.936333,,-2510,11,117,224,-2571.971795,2761.672083,,120.73575
-2520,11,72,73,98,315,-2585.699127,2644.379,,-2520,11,118,224,-2581.138462,2764.713833,,120.3348333
-2530,11,70,70,100,314,-2595.775792,2648.421,,-2530,11,116,225,-2593.481462,2768.921917,,120.5009167
-2540,11,69,71,101,314,-2605.744542,2651.626,,-2540,11,117,225,-2601.398128,2771.963667,,120.3376667
-2550,11,70,71,100,315,-2614.785459,2655.087667,,-2550,11,118,225,-2610.148128,2775.005417,,119.91775
-2560,11,70,72,99,316,-2625.84721,2658.549333,,-2560,11,116,226,-2623.741128,2779.2135,,120.6641667
-2570,11,73,73,99,317,-2635.84421,2661.992,,-2570,11,117,226,-2631.241128,2782.25525,,120.26325
-2580,11,71,70,101,316,-2645.795876,2666.034,,-2580,11,118,226,-2639.574462,2785.297,,119.263
-2590,11,70,71,102,316,-2655.702126,2669.239,,-2590,11,116,227,-2654.417462,2789.505083,,120.2660833
-2600,11,70,72,101,317,-2665.638876,2672.700667,,-2600,11,117,227,-2661.500795,2792.546833,,119.8461667
-2610,11,71,72,100,318,-2675.513127,2676.162333,,-2610,11,118,227,-2669.417462,2795.588583,,119.42625
-2620,11,70,73,101,318,-2685.481876,2679.367333,,-2620,11,116,228,-2685.510462,2799.796667,,120.4293333
-2630,11,71,73,100,319,-2695.356127,2682.829,,-2630,11,117,228,-2692.177128,2802.838417,,120.0094167
-2640,11,70,74,101,319,-2705.741543,2686.034,,-2640,11,118,228,-2699.677128,2805.880167,,119.8461667
-2650,11,72,71,102,319,-2715.59646,2690.313667,,-2650,11,119,228,-2708.010462,2808.921917,,118.60825
-2660,11,72,72,101,320,-2725.949877,2693.775333,,-2660,11,117,229,-2723.270128,2813.13,,119.3546667
-2670,11,71,73,102,320,-2735.856127,2696.980333,,-2670,11,118,229,-2730.353462,2816.17175,,119.1914167
-2680,11,72,73,101,321,-2745.792877,2700.442,,-2680,11,119,229,-2738.270128,2819.2135,,118.7715
-2690,11,72,73,102,321,-2754.865794,2703.647,,-2690,11,117,230,-2754.779795,2823.421583,,119.7745833
-2700,11,73,73,101,322,-2765.21921,2707.108667,,-2700,11,118,230,-2761.446462,2826.463333,,119.3546667
-2710,11,72,74,102,322,-2775.12546,2710.313667,,-2710,11,119,230,-2768.946462,2829.505083,,119.1914167
-2720,11,73,74,101,323,-2785.478877,2713.775333,,-2720,11,120,230,-2777.279795,2832.546833,,118.7715
-2730,11,72,75,102,323,-2795.801794,2716.980333,,-2730,11,118,231,-2792.956128,2836.754917,,119.7745833
-2740,11,74,74,101,324,-2805.321877,2720.442,,-2740,11,119,231,-2800.039462,2839.796667,,119.3546667
-2750,11,73,75,102,324,-2815.228127,2723.647,,-2750,11,120,231,-2807.956128,2842.838417,,119.1914167
-2760,11,74,75,101,325,-2825.998211,2727.108667,,-2760,11,118,232,-2824.882462,2847.0465,,119.9378333
-2770,11,72,71,105,323,-2835.773543,2730.894,,-2770,11,119,232,-2831.549128,2850.08825,,119.19425
-2780,11,72,72,104,324,-2845.481127,2734.355667,,-2780,11,120,232,-2839.049128,2853.13,,118.7743333
-2790,11,73,72,103,325,-2855.959544,2737.817333,,-2790,11,121,232,-2847.382462,2856.17175,,118.3544167
-2800,11,72,73,104,325,-2865.324127,2741.022333,,-2800,11,119,233,-2863.475462,2860.379833,,119.3575
-2810,11,73,73,103,326,-2875.802544,2744.484,,-2810,11,120,233,-2870.558795,2863.421583,,118.9375833
-2820,11,72,74,104,326,-2885.583794,2747.689,,-2820,11,121,233,-2878.475462,2866.463333,,118.7743333
-2830,11,74,73,103,327,-2895.645544,2751.150667,,-2830,11,119,234,-2895.818462,2870.671417,,119.52075
-2840,11,73,74,104,327,-2905.010127,2754.355667,,-2840,11,120,234,-2902.485128,2873.713167,,119.3575
-2850,11,74,74,103,328,-2915.905211,2757.817333,,-2850,11,121,234,-2909.985128,2876.754917,,118.9375833
-2860,11,73,75,104,328,-2925.686461,2761.022333,,-2860,11,122,234,-2918.318462,2879.796667,,118.7743333
-2870,11,73,75,105,328,-2935.405211,2764.227333,,-2870,11,120,235,-2934.828128,2884.00475,,119.7774167
-2880,11,74,75,104,329,-2945.529461,2767.689,,-2880,11,121,235,-2941.911462,2887.0465,,119.3575
-2890,11,74,75,105,329,-2955.248211,2770.894,,-2890,11,122,235,-2949.828128,2890.08825,,119.19425
-2900,11,75,75,104,330,-2965.789127,2774.355667,,-2900,11,123,235,-2958.578128,2893.13,,118.7743333
-2910,11,75,75,105,330,-2975.507877,2777.560667,,-2910,11,121,236,-2974.254462,2897.338083,,119.7774167
-2920,11,73,74,105,330,-2985.353877,2780.784667,,-2920,11,122,236,-2981.754462,2900.379833,,119.5951667
-2930,11,72,75,106,330,-2995.84346,2783.989667,,-2930,11,123,236,-2990.087795,2903.421583,,119.4319167
-2940,11,74,74,105,331,-3005.196877,2787.451333,,-2940,11,124,236,-2999.254462,2906.463333,,119.012
-2950,11,73,75,106,331,-3015.269794,2790.656333,,-2950,11,122,237,-3014.097462,2910.671417,,120.0150833
-2960,11,74,75,105,332,-3025.873211,2794.118,,-2960,11,123,237,-3022.014128,2913.713167,,119.5951667
-2970,11,74,75,106,332,-3035.112794,2797.323,,-2970,11,124,237,-3030.764128,2916.754917,,119.4319167
-2980,11,74,75,107,332,-3045.123211,2800.528,,-2980,11,125,237,-3040.347462,2919.796667,,119.2686667
-2990,11,75,75,106,333,-3055.372461,2803.989667,,-2990,11,123,238,-3054.357128,2924.00475,,120.0150833
-3000,11,75,75,107,333,-3065.382877,2807.194667,,-3000,11,124,238,-3062.690462,2927.0465,,119.8518333
-3010,11,74,75,105,334,-3075.039877,2809.600667,,-3010,11,125,238,-3071.857128,2930.08825,,120.4875833
-3020,11,74,73,108,333,-3085.593461,2813.623667,,-3020,11,126,238,-3081.857128,2933.13,,119.5063333
-3030,11,74,73,109,333,-3095.895544,2816.828667,,-3030,11,124,239,-3095.033462,2937.338083,,120.5094167
-3040,11,74,74,108,334,-3105.853127,2820.290333,,-3040,11,125,239,-3103.783462,2940.379833,,120.0895
-3050,11,76,75,105,336,-3115.975878,2822.934,,-3050,11,126,239,-3113.366795,2943.421583,,120.4875833
-3060,11,75,76,106,336,-3124.798794,2826.139,,-3060,11,127,239,-3123.783462,2946.463333,,120.3243333
-3070,11,74,77,107,336,-3135.225878,2829.344,,-3070,11,128,239,-3135.033462,2949.505083,,120.1610833
-3080,11,76,76,106,337,-3145.475128,2832.805667,,-3080,11,126,240,-3145.293128,2953.713167,,120.9075
-3090,11,75,77,107,337,-3155.485544,2836.010667,,-3090,11,127,240,-3155.293128,2956.754917,,120.74425
-3100,11,75,77,108,337,-3165.433461,2839.215667,,-3100,11,124,241,-3160.969462,2957.92125,,118.7055833
-3110,11,77,76,107,338,-3175.745211,2842.677333,,-3110,11,125,241,-3168.886128,2960.963,,118.2856667
-3120,11,77,76,108,338,-3185.693128,2845.882333,,-3120,11,126,241,-3177.636128,2964.00475,,118.1224167
-3130,11,75,75,108,338,-3195.955794,2849.106333,,-3130,11,124,242,-3194.562462,2968.212833,,119.1065
-3140,11,75,75,109,338,-3205.424544,2852.311333,,-3140,11,125,242,-3202.062462,2971.254583,,118.94325
-3150,11,75,75,110,338,-3215.664127,2855.516333,,-3150,11,126,242,-3210.395795,2974.296333,,118.78
-3160,11,76,77,107,340,-3225.328544,2858.16,,-3160,11,127,242,-3219.562462,2977.338083,,119.1780833
-3170,11,75,78,108,340,-3235.693128,2861.365,,-3170,11,125,243,-3235.655462,2981.546167,,120.1811667
-3180,11,75,78,109,340,-3245.578544,2864.57,,-3180,11,126,243,-3243.572128,2984.587917,,120.0179167
-3190,11,77,77,108,341,-3255.536128,2868.031667,,-3190,11,127,243,-3252.322128,2987.629667,,119.598
-3200,11,77,77,109,341,-3265.421544,2871.236667,,-3200,11,128,243,-3261.905462,2990.671417,,119.43475
-3210,11,74,76,111,340,-3275.841211,2874.204,,-3210,11,129,243,-3272.322128,2993.713167,,119.5091667
-3220,11,75,76,110,341,-3285.923794,2877.665667,,-3220,11,127,244,-3285.498462,2997.92125,,120.2555833
-3230,11,76,75,111,341,-3295.684211,2880.870667,,-3230,11,128,244,-3294.665128,3000.963,,120.0923333
-3240,11,77,77,108,343,-3305.536128,2883.514333,,-3240,11,129,244,-3304.665128,3004.00475,,120.4904167
-3250,11,76,78,109,343,-3315.421544,2886.719333,,-3250,11,130,244,-3315.498462,3007.0465,,120.3271667
-3260,11,76,78,110,343,-3325.244461,2889.924333,,-3260,11,127,245,-3319.091462,3008.212833,,118.2885
-3270,11,76,78,111,343,-3335.838211,2893.129333,,-3270,11,128,245,-3327.841462,3011.254583,,118.12525
-3280,11,78,77,110,344,-3345.920794,2896.591,,-3280,11,126,246,-3345.601128,3015.462667,,118.8716667
-3290,11,76,75,112,343,-3355.798794,2899.558333,,-3290,11,127,246,-3353.101128,3018.504417,,118.9460833
-3300,11,77,77,109,345,-3365.421544,2902.202,,-3300,11,128,246,-3361.434462,3021.546167,,119.3441667
-3310,11,76,78,110,345,-3375.244461,2905.407,,-3310,11,129,246,-3370.601128,3024.587917,,119.1809167
-3320,11,76,78,111,345,-3385.004878,2908.612,,-3320,11,130,246,-3380.601128,3027.629667,,119.0176667
-3330,11,78,77,110,346,-3395.920794,2912.073667,,-3330,11,128,247,-3395.444128,3031.83775,,119.7640833
-3340,11,78,77,111,346,-3405.681211,2915.278667,,-3340,11,129,247,-3404.194128,3034.8795,,119.6008333
-3350,11,78,79,110,347,-3414.981795,2917.665667,,-3350,11,130,247,-3413.777462,3037.92125,,120.2555833
-3360,11,78,79,111,347,-3425.158878,2920.870667,,-3360,11,131,247,-3424.194128,3040.963,,120.0923333
-3370,11,76,78,111,347,-3435.838211,2924.094667,,-3370,11,132,247,-3435.444128,3044.00475,,119.9100833
-3380,11,76,78,112,347,-3445.536128,2927.299667,,-3380,11,129,248,-3438.203795,3045.171083,,117.8714167
-3390,11,77,77,113,347,-3455.171544,2930.504667,,-3390,11,130,248,-3447.370462,3048.212833,,117.7081667
-3400,11,78,79,110,349,-3465.815128,2933.148333,,-3400,11,128,249,-3464.713462,3052.420917,,119.2725833
-3410,11,78,79,111,349,-3475.158878,2936.353333,,-3410,11,129,249,-3472.630128,3055.462667,,119.1093333
-3420,11,78,79,112,349,-3485.273461,2939.558333,,-3420,11,130,249,-3481.380128,3058.504417,,118.9460833
-3430,11,79,78,113,349,-3495.742211,2942.763333,,-3430,11,131,249,-3490.963462,3061.546167,,118.7828333
-3440,11,77,79,111,350,-3505.315878,2945.169333,,-3440,11,132,249,-3501.380128,3064.587917,,119.4185833
-3450,11,77,79,112,350,-3514.597128,2948.374333,,-3450,11,130,250,-3515.806462,3068.796,,120.4216667
-3460,11,77,79,113,350,-3524.649211,2951.579333,,-3460,11,131,250,-3524.973128,3071.83775,,120.2584167
-3470,11,79,78,112,351,-3535.690128,2955.041,,-3470,11,132,250,-3534.973128,3074.8795,,119.8385
-3480,11,79,78,113,351,-3545.742211,2958.246,,-3480,11,133,250,-3545.806462,3077.92125,,119.67525
-3490,11,79,80,112,352,-3555.167795,2960.633,,-3490,11,130,251,-3550.649462,3079.087583,,118.4545833
-3500,11,79,80,113,352,-3565.636545,2963.838,,-3500,11,131,251,-3559.399462,3082.129333,,118.2913333
-3510,11,78,78,113,352,-3575.482545,2967.062,,-3510,11,132,251,-3568.982795,3085.171083,,118.1090833
-3520,11,78,78,114,352,-3585.472128,2970.267,,-3520,11,130,252,-3585.909128,3089.379167,,119.1121667
-3530,11,78,80,113,353,-3594.543545,2972.654,,-3530,11,131,252,-3594.242462,3092.420917,,119.7669167
-3540,11,78,80,114,353,-3604.949795,2975.859,,-3540,11,132,252,-3603.409128,3095.462667,,119.6036667
-3550,11,79,79,115,353,-3615.293545,2979.064,,-3550,11,133,252,-3613.409128,3098.504417,,119.4404167
-3560,11,78,77,115,353,-3625.972878,2982.288,,-3560,11,134,252,-3624.242462,3101.546167,,119.2581667
-3570,11,81,80,113,355,-3635.947545,2984.912667,,-3570,11,135,252,-3635.909128,3104.587917,,119.67525
-3580,11,77,80,115,354,-3645.450545,2987.88,,-3580,11,132,253,-3638.252128,3105.75425,,117.87425
-3590,11,79,79,114,355,-3655.783128,2991.341667,,-3590,11,133,253,-3647.835462,3108.796,,117.4543333
-3600,11,79,81,113,356,-3665.687878,2993.728667,,-3600,11,131,254,-3665.178462,3113.004083,,119.2754167
-3610,11,79,81,114,356,-3675.677461,2996.933667,,-3610,11,132,254,-3673.511795,3116.045833,,119.1121667
-3620,11,80,80,115,356,-3685.604545,3000.138667,,-3620,11,133,254,-3682.678462,3119.087583,,118.9489167
-3630,11,78,78,117,355,-3695.690878,3003.106,,-3630,11,134,254,-3692.678462,3122.129333,,119.0233333
-3640,11,79,80,114,357,-3705.001128,3005.749667,,-3640,11,135,254,-3703.511795,3125.171083,,119.4214167
-3650,11,79,80,115,357,-3714.928211,3008.954667,,-3650,11,136,254,-3715.178462,3128.212833,,119.2581667
-3660,11,79,80,116,357,-3725.626128,3012.159667,,-3660,11,133,255,-3717.938128,3129.379167,,117.2195
-3670,11,79,82,115,358,-3735.655878,3014.546667,,-3670,11,134,255,-3727.521462,3132.420917,,117.87425
-3680,11,79,79,115,358,-3745.501878,3017.770667,,-3680,11,132,256,-3745.281128,3136.629,,118.8583333
-3690,11,79,79,116,358,-3755.366461,3020.975667,,-3690,11,133,256,-3753.614462,3139.67075,,118.6950833
-3700,11,79,81,115,359,-3764.562878,3023.362667,,-3700,11,134,256,-3762.781128,3142.7125,,119.3498333
-3710,11,79,81,116,359,-3774.844128,3026.567667,,-3710,11,135,256,-3772.781128,3145.75425,,119.1865833
-3720,11,79,81,117,359,-3785.896211,3029.772667,,-3720,11,136,256,-3783.614462,3148.796,,119.0233333
-3730,11,79,80,115,360,-3795.553211,3032.178667,,-3730,11,137,256,-3795.281128,3151.83775,,119.6590833
-3740,11,79,80,116,360,-3805.001128,3035.383667,,-3740,11,134,257,-3798.457462,3153.004083,,117.6204167
-3750,11,79,80,117,360,-3815.219878,3038.588667,,-3750,11,135,257,-3808.040795,3156.045833,,117.4571667
-3760,11,80,79,118,360,-3825.792795,3041.793667,,-3760,11,136,257,-3818.457462,3159.087583,,117.2939167
-3770,11,79,82,117,361,-3835.530878,3044.180667,,-3770,11,134,258,-3834.550462,3163.295667,,119.115
-3780,11,80,81,118,361,-3845.687128,3047.385667,,-3780,11,135,258,-3843.717128,3166.337417,,118.95175
-3790,11,79,81,116,362,-3855.469128,3049.791667,,-3790,11,136,258,-3853.717128,3169.379167,,119.5875
-3800,11,79,81,117,362,-3865.271211,3052.996667,,-3800,11,137,258,-3864.550462,3172.420917,,119.42425
-3810,11,79,81,118,362,-3875.844128,3056.201667,,-3810,11,134,259,-3871.060128,3173.58725,,117.3855833
-3820,11,79,83,117,363,-3885.998878,3058.588667,,-3820,11,135,259,-3879.810128,3176.629,,118.0403333
-3830,11,80,82,118,363,-3895.321795,3061.793667,,-3830,11,136,259,-3889.393462,3179.67075,,117.8770833
-3840,11,79,79,120,362,-3905.866461,3064.761,,-3840,11,137,259,-3899.810128,3182.7125,,117.9515
-3850,11,80,81,117,364,-3914.905878,3067.404667,,-3850,11,138,259,-3911.060128,3185.75425,,118.3495833
-3860,11,80,81,118,364,-3925.062128,3070.609667,,-3860,11,136,260,-3925.486462,3189.962333,,119.3526667
-3870,11,80,81,119,364,-3935.989211,3073.814667,,-3870,11,137,260,-3935.486462,3193.004083,,119.1894167
-3880,11,80,83,118,365,-3945.789795,3076.201667,,-3880,11,134,261,-3945.329462,3194.170417,,117.96875
-3890,11,81,82,119,365,-3955.883545,3079.406667,,-3890,11,135,261,-3953.246128,3197.212167,,117.8055
-3900,11,81,81,117,366,-3965.373878,3081.812667,,-3900,11,136,261,-3961.996128,3200.253917,,118.44125
-3910,11,80,82,118,366,-3975.946795,3085.017667,,-3910,11,137,261,-3971.579462,3203.295667,,118.278
-3920,11,81,81,119,366,-3985.623878,3088.222667,,-3920,11,138,261,-3981.996128,3206.337417,,118.11475
-3930,11,81,83,118,367,-3995.424461,3090.609667,,-3930,11,139,261,-3993.246128,3209.379167,,118.7695
-3940,11,82,82,119,367,-4005.518211,3093.814667,,-3940,11,140,261,-4005.329462,3212.420917,,118.60625
-3950,11,83,83,118,368,-4015.318795,3096.201667,,-3950,11,137,262,-4008.089128,3213.58725,,117.3855833
-3960,11,82,81,118,368,-4025.998128,3099.425667,,-3960,11,138,262,-4018.089128,3216.629,,117.2033333
-3970,11,81,81,121,367,-4035.415545,3102.374,,-3970,11,139,262,-4028.922462,3219.67075,,117.29675
-3980,11,82,83,118,369,-4045.892461,3105.017667,,-3980,11,137,263,-4045.015462,3223.878833,,118.8611667
-3990,11,83,82,119,369,-4055.986211,3108.222667,,-3990,11,138,263,-4054.598795,3226.920583,,118.6979167
-4000,11,80,83,119,369,-4065.466878,3110.372,,-4000,11,139,263,-4065.015462,3229.962333,,119.5903333
-4010,11,80,83,120,369,-4075.914795,3113.577,,-4010,11,136,264,-4074.025128,3231.128667,,117.5516667
-4020,11,81,82,121,369,-4085.883545,3116.782,,-4020,11,137,264,-4082.358462,3234.170417,,117.3884167
-4030,11,81,84,120,370,-4095.809128,3119.169,,-4030,11,138,264,-4091.525128,3237.212167,,118.0431667
-4040,11,83,82,121,370,-4105.777878,3122.374,,-4040,11,139,264,-4101.525128,3240.253917,,117.8799167
-4050,11,82,82,119,371,-4115.518211,3124.78,,-4050,11,140,264,-4112.358462,3243.295667,,118.5156667
-4060,11,82,82,120,371,-4125.549461,3127.985,,-4060,11,141,264,-4124.025128,3246.337417,,118.3524167
-4070,11,82,84,119,372,-4135.829211,3130.372,,-4070,11,138,265,-4128.868128,3247.50375,,117.13175
-4080,11,83,83,120,372,-4145.443795,3133.577,,-4080,11,139,265,-4138.451462,3250.5455,,116.9685
-4090,11,84,84,119,373,-4155.723545,3135.964,,-4090,11,140,265,-4148.868128,3253.58725,,117.62325
-4100,11,81,83,121,372,-4164.893211,3138.931333,,-4100,11,141,265,-4160.118128,3256.629,,117.6976667
-4110,11,82,82,122,372,-4175.216128,3142.136333,,-4110,11,139,266,-4175.794462,3260.837083,,118.70075
-4120,11,82,84,121,373,-4184.787545,3144.523333,,-4120,11,140,266,-4185.794462,3263.878833,,119.3555
-4130,11,83,83,122,373,-4195.527128,3147.728333,,-4130,11,140,266,-4185.794462,3263.878833,,116.1505
-4140,11,83,82,120,374,-4205.809128,3150.134333,,-4140,11,138,267,-4204.804128,3268.086917,,117.9525833
-4150,11,83,82,121,374,-4215.777878,3153.339333,,-4150,11,139,267,-4213.554128,3271.128667,,117.7893333
-4160,11,83,84,120,375,-4225.703461,3155.726333,,-4160,11,140,267,-4223.137462,3274.170417,,118.4440833
-4170,11,84,83,121,375,-4235.672211,3158.931333,,-4170,11,141,267,-4233.554128,3277.212167,,118.2808333
-4180,11,81,84,121,375,-4245.986211,3161.080667,,-4180,11,142,267,-4244.804128,3280.253917,,119.17325
-4190,11,82,83,122,375,-4255.059128,3164.285667,,-4190,11,139,268,-4251.730462,3281.42025,,117.1345833
-4200,11,83,82,123,375,-4265.736211,3167.490667,,-4200,11,140,268,-4260.897128,3284.462,,116.9713333
-4210,11,83,84,122,376,-4274.953461,3169.877667,,-4210,11,141,268,-4270.897128,3287.50375,,117.6260833
-4220,11,84,85,121,377,-4284.941545,3172.264667,,-4220,11,142,268,-4281.730462,3290.5455,,118.2808333
-4230,11,85,84,122,377,-4295.681128,3175.469667,,-4230,11,143,268,-4293.397128,3293.58725,,118.1175833
-4240,11,82,83,124,376,-4305.725795,3178.437,,-4240,11,144,268,-4305.897128,3296.629,,118.192
-4250,11,82,85,123,377,-4315.422211,3180.824,,-4250,11,141,269,-4308.656795,3297.795333,,116.9713333
-4260,11,84,83,124,377,-4325.620128,3184.029,,-4260,11,142,269,-4319.073462,3300.837083,,116.8080833
-4270,11,84,85,123,378,-4335.316545,3186.416,,-4270,11,143,269,-4330.323462,3303.878833,,117.4628333
-4280,11,82,83,125,377,-4345.652878,3189.383333,,-4280,11,144,269,-4342.406795,3306.920583,,117.53725
-4290,11,84,84,122,379,-4355.629795,3192.027,,-4290,11,145,269,-4355.323462,3309.962333,,117.9353333
-4300,11,83,84,125,378,-4365.963878,3194.975333,,-4300,11,142,270,-4356.833128,3311.128667,,116.1533333
-4310,11,83,83,123,379,-4375.370878,3197.381333,,-4310,11,143,270,-4367.666462,3314.170417,,116.7890833
-4320,11,83,83,124,379,-4385.985461,3200.586333,,-4320,11,141,271,-4385.426128,3318.3785,,117.7921667
-4330,11,83,85,123,380,-4395.681878,3202.973333,,-4330,11,142,271,-4395.009462,3321.42025,,118.4469167
-4340,11,84,84,124,380,-4405.879795,3206.178333,,-4340,11,143,271,-4405.426128,3324.462,,118.2836667
-4350,11,85,85,123,381,-4415.576211,3208.565333,,-4350,11,143,271,-4405.426128,3324.462,,115.8966667
-4360,11,83,83,125,380,-4425.912545,3211.532667,,-4360,11,141,272,-4424.435795,3328.670083,,117.1374167
-4370,11,83,85,124,381,-4435.254795,3213.919667,,-4370,11,142,272,-4433.602462,3331.711833,,117.7921667
-4380,11,84,84,125,381,-4445.806878,3217.124667,,-4380,11,143,272,-4443.602462,3334.753583,,117.6289167
-4390,11,84,86,124,382,-4455.982461,3219.511667,,-4390,11,144,272,-4454.435795,3337.795333,,118.2836667
-4400,11,86,86,123,383,-4465.678878,3221.898667,,-4400,11,141,273,-4463.862128,3338.961667,,117.063
-4410,11,83,85,125,382,-4475.181878,3224.866,,-4410,11,142,273,-4472.612128,3342.003417,,117.1374167
-4420,11,84,86,124,383,-4484.524128,3227.253,,-4420,11,143,273,-4482.195462,3345.045167,,117.7921667
-4430,11,84,86,125,383,-4495.909545,3230.458,,-4430,11,144,273,-4492.612128,3348.086917,,117.6289167
-4440,11,86,86,124,384,-4505.251795,3232.845,,-4440,11,145,273,-4503.862128,3351.128667,,118.2836667
-4450,11,83,85,126,383,-4515.463128,3235.812333,,-4450,11,146,273,-4515.945462,3354.170417,,118.3580833
-4460,11,84,86,125,384,-4524.451211,3238.199333,,-4460,11,143,274,-4521.205128,3355.33675,,117.1374167
-4470,11,85,85,126,384,-4535.357461,3241.404333,,-4470,11,144,274,-4531.205128,3358.3785,,116.9741667
-4480,11,86,86,125,385,-4545.178878,3243.791333,,-4480,11,145,274,-4542.038462,3361.42025,,117.6289167
-4490,11,84,84,127,384,-4555.265211,3246.758667,,-4490,11,146,274,-4553.705128,3364.462,,117.7033333
-4500,11,84,86,126,385,-4564.732461,3249.145667,,-4500,11,143,275,-4560.631462,3365.628333,,116.4826667
