CJ_HeightDiff,CJ_Gracew,CJ_Fw,CJ_Sw,CJ_Dw,CJ_Frame,CJ_PosZ,CJ_PosX,,SJ_HeightDiff,SJ_Gracew,SJ_Fw,SJ_Frame,SJ_PosZ,SJ_PosX,,
-6930,11,98,99,152,454,-6995.868462,3837.611667,,-6930,11,173,323,-6993.095462,3950.876833,,113.2651667
-6940,11,99,99,153,454,-7005.971878,3839.742,,-6940,11,170,324,-7002.938462,3952.043167,,112.3011667
-6950,11,97,99,153,454,-7015.869212,3841.891333,,-6950,11,171,324,-7014.605128,3955.084917,,113.1935833
-6960,11,98,99,154,454,-7025.910128,3844.021667,,-6960,11,175,323,-7023.095462,3956.960333,,112.9386667
-6970,11,97,98,154,454,-7035.390795,3846.171,,-6970,11,172,324,-7027.105128,3958.126667,,111.9556667
-6980,11,98,99,153,455,-7045.712212,3848.558,,-6980,11,173,324,-7040.438462,3961.168417,,112.6104167
-6990,11,97,97,155,454,-7055.683212,3850.450667,,-6990,11,174,324,-7054.605128,3964.210167,,113.7595
-7000,11,98,98,154,455,-7065.233795,3852.837667,,-7000,11,171,325,-7063.198128,3965.3765,,112.5388333
-7010,11,99,99,153,456,-7075.971878,3855.224667,,-7010,11,172,325,-7075.281462,3968.41825,,113.1935833
-7020,11,97,98,155,455,-7085.942878,3857.117333,,-7020,11,176,324,-7085.438462,3970.293667,,113.1763333
-7030,11,98,99,154,456,-7095.910128,3859.504333,,-7030,11,173,325,-7088.198128,3971.46,,111.9556667
-7040,11,100,101,151,458,-7105.542545,3861.073333,,-7040,11,174,325,-7101.948128,3974.50175,,113.4284167
-7050,11,98,98,155,456,-7115.785878,3863.784,,-7050,11,171,326,-7112.207795,3975.668083,,111.8840833
-7060,11,99,101,152,458,-7124.355795,3865.353,,-7060,11,172,326,-7123.874462,3978.709833,,113.3568333
-7070,11,98,100,152,458,-7135.086462,3867.502333,,-7070,11,176,325,-7131.948128,3980.58525,,113.0829167
-7080,11,98,101,153,458,-7143.939878,3869.632667,,-7080,11,173,326,-7136.374462,3981.751583,,112.1189167
-7090,11,100,101,152,459,-7155.032128,3872.019667,,-7090,11,174,326,-7149.707795,3984.793333,,112.7736667
-7100,11,99,100,152,459,-7165.346128,3874.169,,-7100,11,175,326,-7163.874462,3987.835083,,113.6660833
-7110,11,98,102,153,459,-7175.866212,3876.299333,,-7110,11,172,327,-7172.884128,3989.001417,,112.7020833
-7120,11,98,100,153,459,-7184.930212,3878.448667,,-7120,11,173,327,-7184.967462,3992.043167,,113.5945
-7130,11,98,101,154,459,-7194.137795,3880.579,,-7130,11,177,326,-7194.707795,3993.918583,,113.3395833
-7140,11,100,101,153,460,-7204.875878,3882.966,,-7140,11,174,327,-7197.884128,3995.084917,,112.1189167
-7150,11,99,100,153,460,-7215.189878,3885.115333,,-7150,11,175,327,-7211.634128,3998.126667,,113.0113333
-7160,11,99,101,154,460,-7224.397462,3887.245667,,-7160,11,172,328,-7222.310462,3999.293,,112.0473333
-7170,11,101,101,153,461,-7235.968878,3889.632667,,-7170,11,173,328,-7233.977128,4002.33475,,112.7020833
-7180,11,100,100,153,461,-7245.866212,3891.782,,-7180,11,177,327,-7241.634128,4004.210167,,112.4281667
-7190,11,100,101,154,461,-7255.073795,3893.912333,,-7190,11,174,328,-7246.477128,4005.3765,,111.4641667
-7200,11,99,100,154,461,-7265.387795,3896.061667,,-7200,11,175,328,-7259.810462,4008.41825,,112.3565833
-7210,11,99,101,155,461,-7274.949545,3898.192,,-7210,11,176,328,-7273.977128,4011.46,,113.268
-7220,11,98,100,155,461,-7285.680212,3900.341333,,-7220,11,173,329,-7283.403462,4012.626333,,112.285
-7230,11,98,101,156,461,-7295.596128,3902.471667,,-7230,11,174,329,-7295.486795,4015.668083,,113.1964167
-7240,11,100,101,155,462,-7305.625878,3904.858667,,-7240,11,178,328,-7304.810462,4017.5435,,112.6848333
-7250,11,99,100,155,462,-7315.939878,3907.008,,-7250,11,175,329,-7308.403462,4018.709833,,111.7018333
-7260,11,99,101,156,462,-7325.855795,3909.138333,,-7260,11,176,329,-7322.153462,4021.751583,,112.61325
-7270,11,99,99,156,462,-7335.753128,3911.287667,,-7270,11,173,330,-7333.246462,4022.917917,,111.63025
-7280,11,99,100,157,462,-7345.606545,3913.418,,-7280,11,174,330,-7344.913128,4025.959667,,112.5416667
-7290,11,100,103,154,464,-7355.384795,3914.987,,-7290,11,178,329,-7352.153462,4027.835083,,112.8480833
-7300,11,99,102,154,464,-7365.698795,3917.136333,,-7300,11,175,330,-7357.413128,4029.001417,,111.8650833
-7310,11,99,103,155,464,-7375.260545,3919.266667,,-7310,11,176,330,-7370.746462,4032.043167,,112.7765
-7320,11,102,102,154,465,-7385.644462,3921.653667,,-7320,11,177,330,-7384.913128,4035.084917,,113.43125
-7330,11,101,101,154,465,-7395.541795,3923.803,,-7330,11,174,331,-7394.756128,4036.25125,,112.44825
-7340,11,100,103,155,465,-7405.936878,3925.933333,,-7340,11,178,330,-7399.913128,4038.126667,,112.1933333
-7350,11,100,101,155,465,-7415.000878,3928.082667,,-7350,11,179,330,-7415.746462,4041.168417,,113.08575
-7360,11,100,102,156,465,-7424.500128,3930.213,,-7360,11,176,331,-7419.756128,4042.33475,,112.12175
-7370,11,99,101,156,465,-7435.230795,3932.362333,,-7370,11,177,331,-7433.506128,4045.3765,,113.0141667
-7380,11,99,102,157,465,-7445.084212,3934.492667,,-7380,11,174,332,-7445.015795,4046.542833,,112.0501667
-7390,11,101,102,156,466,-7455.593128,3936.879667,,-7390,11,178,331,-7448.089462,4048.41825,,111.5385833
-7400,11,100,101,156,466,-7465.907128,3939.029,,-7400,11,179,331,-7463.506128,4051.46,,112.431
-7410,11,100,102,157,466,-7475.760545,3941.159333,,-7410,11,176,332,-7469.182462,4052.626333,,111.467
-7420,11,100,100,157,466,-7485.657878,3943.308667,,-7420,11,177,332,-7482.515795,4055.668083,,112.3594167
-7430,11,100,101,158,466,-7495.448795,3945.439,,-7430,11,174,333,-7495.692128,4056.834417,,111.3954167
-7440,11,102,103,155,468,-7504.997878,3947.008,,-7440,11,178,332,-7496.682462,4058.709833,,111.7018333
-7450,11,100,100,159,466,-7515.907878,3949.718667,,-7450,11,179,332,-7511.682462,4061.751583,,112.0329167
-7460,11,101,103,156,468,-7524.394462,3951.287667,,-7460,11,176,333,-7519.025462,4062.917917,,111.63025
-7470,11,100,102,156,468,-7535.125128,3953.437,,-7470,11,177,333,-7531.942128,4065.959667,,112.5226667
-7480,11,100,103,157,468,-7544.561878,3955.567333,,-7480,11,178,333,-7545.692128,4069.001417,,113.4340833
-7490,11,102,103,156,469,-7555.904128,3957.954333,,-7490,11,178,333,-7545.692128,4069.001417,,111.0470833
-7500,11,102,101,156,469,-7565.801462,3960.103667,,-7500,11,179,333,-7560.275462,4072.043167,,111.9395
-7510,11,101,103,157,469,-7575.654878,3962.234,,-7510,11,180,333,-7575.692128,4075.084917,,112.8509167
-7520,11,101,101,157,469,-7585.552212,3964.383333,,-7520,11,177,334,-7581.785128,4076.25125,,111.8679167
-7530,11,101,102,158,469,-7594.926462,3966.513667,,-7530,11,178,334,-7595.118462,4079.293,,112.7793333
-7540,11,101,100,158,469,-7605.657128,3968.663,,-7540,11,178,334,-7595.118462,4079.293,,110.63
-7550,11,100,102,159,469,-7615.802212,3970.793333,,-7550,11,179,334,-7609.285128,4082.33475,,111.5414167
-7560,11,102,104,156,471,-7625.538795,3972.362333,,-7560,11,180,334,-7624.285128,4085.3765,,113.0141667
-7570,11,101,100,160,469,-7635.782128,3975.073,,-7570,11,177,335,-7632.044795,4086.542833,,111.4698333
-7580,11,101,104,157,471,-7645.289545,3976.642,,-7580,11,178,335,-7644.961462,4089.584583,,112.9425833
-7590,11,101,102,157,471,-7655.186878,3978.791333,,-7590,11,178,335,-7644.961462,4089.584583,,110.79325
-7600,11,100,104,158,471,-7665.811128,3980.921667,,-7600,11,179,335,-7658.711462,4092.626333,,111.7046667
-7610,11,103,103,157,472,-7675.965878,3983.308667,,-7610,11,180,335,-7673.294795,4095.668083,,112.3594167
-7620,11,100,103,159,471,-7685.020212,3985.201333,,-7620,11,177,336,-7682.721128,4096.834417,,111.6330833
-7630,11,102,103,158,472,-7695.654128,3987.588333,,-7630,11,178,336,-7695.221128,4099.876167,,112.2878333
-7640,11,100,102,160,471,-7705.000128,3989.481,,-7640,11,182,335,-7704.961462,4101.751583,,112.2705833
-7650,11,102,102,159,472,-7715.279878,3991.868,,-7650,11,179,336,-7708.554462,4102.917917,,111.0499167
-7660,11,100,101,161,471,-7725.750878,3993.760667,,-7660,11,180,336,-7722.721128,4105.959667,,112.199
-7670,11,102,101,160,472,-7735.676462,3996.147667,,-7670,11,177,337,-7733.814128,4107.126,,110.9783333
-7680,11,104,103,157,474,-7745.600545,3997.716667,,-7680,11,178,337,-7745.897462,4110.16775,,112.4510833
-7690,11,104,104,158,474,-7755.808128,3999.847,,-7690,11,182,336,-7753.554462,4112.043167,,112.1961667
-7700,11,102,104,158,474,-7765.705462,4001.996333,,-7700,11,179,337,-7758.814128,4113.2095,,111.2131667
-7710,11,103,104,159,474,-7775.433878,4004.126667,,-7710,11,180,337,-7772.564128,4116.25125,,112.1245833
-7720,11,102,103,159,474,-7784.914545,4006.276,,-7720,11,177,338,-7785.323795,4117.417583,,111.1415833
-7730,11,102,104,160,474,-7795.830462,4008.406333,,-7730,11,181,337,-7787.147462,4119.293,,110.8866667
-7740,11,101,103,160,474,-7805.727795,4010.555667,,-7740,11,182,337,-7802.564128,4122.33475,,111.7790833
-7750,11,102,103,161,474,-7815.747878,4012.686,,-7750,11,179,338,-7809.490462,4123.501083,,110.8150833
-7760,11,102,101,161,474,-7825.645212,4014.835333,,-7760,11,180,338,-7822.823795,4126.542833,,111.7075
-7770,11,103,104,158,476,-7835.340128,4016.404333,,-7770,11,184,337,-7835.897462,4128.41825,,112.0139167
-7780,11,103,105,159,476,-7845.485212,4018.534667,,-7780,11,181,338,-7836.990462,4129.584583,,111.0499167
-7790,11,102,104,159,476,-7855.382545,4020.684,,-7790,11,182,338,-7851.990462,4132.626333,,111.9423333
-7800,11,102,105,160,476,-7865.881795,4022.814333,,-7800,11,179,339,-7860.583462,4133.792667,,110.9783333
-7810,11,102,103,160,476,-7874.945795,4024.963667,,-7810,11,180,339,-7873.500128,4136.834417,,111.87075
-7820,11,102,104,161,476,-7885.382545,4027.094,,-7820,11,184,338,-7884.490462,4138.709833,,111.6158333
-7830,11,102,102,161,476,-7895.279878,4029.243333,,-7830,11,181,339,-7887.250128,4139.876167,,110.6328333
-7840,11,102,103,162,476,-7905.654128,4031.373667,,-7840,11,182,339,-7901.833462,4142.917917,,111.54425
-7850,11,104,105,159,478,-7915.119878,4032.942667,,-7850,11,179,340,-7912.093128,4144.08425,,111.1415833
-7860,11,103,104,159,478,-7925.433878,4035.092,,-7860,11,180,340,-7924.593128,4147.126,,112.034
-7870,11,103,105,160,478,-7935.099795,4037.222333,,-7870,11,184,339,-7933.500128,4149.001417,,111.7790833
-7880,11,102,104,160,478,-7945.830462,4039.371667,,-7880,11,181,340,-7937.926462,4150.16775,,110.7960833
-7890,11,102,105,161,478,-7955.850545,4041.502,,-7890,11,182,340,-7952.093128,4153.2095,,111.7075
-7900,11,102,103,161,478,-7965.747878,4043.651333,,-7900,11,179,341,-7964.019462,4154.375833,,110.7245
-7910,11,102,104,162,478,-7975.705462,4045.781667,,-7910,11,183,340,-7967.093128,4156.25125,,110.4695833
-7920,11,102,101,164,477,-7985.801462,4047.674333,,-7920,11,184,340,-7982.926462,4159.293,,111.6186667
-7930,11,103,102,163,478,-7995.914545,4050.061333,,-7930,11,181,341,-7989.019462,4160.459333,,110.398
-7940,11,104,105,160,480,-8005.151128,4051.630333,,-7940,11,182,341,-8002.769462,4163.501083,,111.87075
-7950,11,104,103,160,480,-8015.881795,4053.779667,,-7950,11,182,341,-8002.769462,4163.501083,,109.7214167
-7960,11,103,105,161,480,-8025.485212,4055.91,,-7960,11,183,341,-8017.352795,4166.542833,,110.6328333
-7970,11,104,105,162,480,-8035.859462,4058.040333,,-7970,11,184,341,-8032.769462,4169.584583,,111.54425
-7980,11,103,104,162,480,-8045.340128,4060.189667,,-7980,11,181,342,-8040.529128,4170.750917,,110.56125
-7990,11,102,102,164,479,-8055.436128,4062.082333,,-7990,11,182,342,-8053.862462,4173.792667,,111.7103333
-8000,11,103,103,163,480,-8065.965878,4064.469333,,-8000,11,182,342,-8053.862462,4173.792667,,109.3233333
-8010,11,103,103,161,481,-8075.174212,4065.800667,,-8010,11,183,342,-8068.029128,4176.834417,,111.03375
-8020,11,102,105,162,481,-8084.715128,4067.931,,-8020,11,184,342,-8083.029128,4179.876167,,111.9451667
-8030,11,104,105,161,482,-8095.953212,4070.318,,-8030,11,181,343,-8092.455462,4181.0425,,110.7245
-8040,11,105,105,162,482,-8105.910795,4072.448333,,-8040,11,182,343,-8105.372128,4184.08425,,111.6359167
-8050,11,104,104,162,482,-8115.808128,4074.597667,,-8050,11,186,342,-8115.529128,4185.959667,,111.362
-8060,11,102,103,164,481,-8125.904128,4076.490333,,-8060,11,183,343,-8119.122128,4187.126,,110.6356667
-8070,11,103,106,161,483,-8135.744878,4078.059333,,-8070,11,184,343,-8133.705462,4190.16775,,112.1084167
-8080,11,104,106,162,483,-8144.452462,4080.189667,,-8080,11,181,344,-8144.798462,4191.334083,,111.1444167
-8090,11,103,105,162,483,-8155.183128,4082.339,,-8090,11,185,343,-8149.122128,4193.2095,,110.8705
-8100,11,103,106,163,483,-8165.494878,4084.469333,,-8100,11,186,343,-8165.372128,4196.25125,,111.7819167
-8110,11,103,104,163,483,-8175.392212,4086.618667,,-8110,11,183,344,-8170.631795,4197.417583,,110.7989167
-8120,11,103,105,164,483,-8185.641462,4088.749,,-8120,11,184,344,-8184.798462,4200.459333,,111.7103333
-8130,11,103,102,166,482,-8195.904128,4090.641667,,-8130,11,184,344,-8184.798462,4200.459333,,109.8176667
-8140,11,102,107,163,484,-8205.703212,4092.210667,,-8140,11,185,344,-8199.798462,4203.501083,,111.2904167
-8150,11,105,106,162,485,-8215.337128,4094.597667,,-8150,11,186,344,-8215.631795,4206.542833,,111.9451667
-8160,11,102,106,164,484,-8225.433128,4096.490333,,-8160,11,183,345,-8222.558128,4207.709167,,111.2188333
-8170,11,104,106,163,485,-8235.962878,4098.877333,,-8170,11,187,344,-8232.298462,4209.584583,,110.70725
-8180,11,102,105,165,484,-8245.933878,4100.77,,-8180,11,184,345,-8236.308128,4210.750917,,109.9809167
-8190,11,105,104,164,485,-8255.692795,4103.157,,-8190,11,185,345,-8250.891462,4213.792667,,110.6356667
-8200,11,104,105,162,486,-8265.859462,4104.488333,,-8200,11,182,346,-8262.401128,4214.959,,110.4706667
-8210,11,104,106,163,486,-8274.504545,4106.618667,,-8210,11,183,346,-8274.901128,4218.00075,,111.3820833
-8220,11,104,107,164,486,-8285.587128,4108.749,,-8220,11,187,345,-8282.558128,4219.876167,,111.1271667
-8230,11,103,106,164,486,-8295.901128,4110.898333,,-8230,11,184,346,-8288.234462,4221.0425,,110.1441667
-8240,11,104,106,165,486,-8305.671212,4113.028667,,-8240,11,185,346,-8302.401128,4224.08425,,111.0555833
-8250,11,104,104,165,486,-8315.568545,4115.178,,-8250,11,182,347,-8315.577462,4225.250583,,110.0725833
-8260,11,104,104,163,487,-8325.860212,4116.509333,,-8260,11,186,346,-8317.401128,4227.126,,110.6166667
-8270,11,106,107,163,488,-8335.908545,4118.877333,,-8270,11,187,346,-8333.234462,4230.16775,,111.2904167
-8280,11,106,105,163,488,-8345.805878,4121.026667,,-8280,11,184,347,-8340.577462,4231.334083,,110.3074167
-8290,11,106,106,164,488,-8355.638462,4123.157,,-8290,11,185,347,-8354.327462,4234.375833,,111.2188333
-8300,11,103,106,166,487,-8365.901128,4125.049667,,-8300,11,185,347,-8354.327462,4234.375833,,109.3261667
-8310,11,105,108,163,489,-8375.700212,4126.618667,,-8310,11,186,347,-8368.910795,4237.417583,,110.7989167
-8320,11,105,106,163,489,-8385.597545,4128.768,,-8320,11,187,347,-8384.327462,4240.459333,,111.6913333
-8330,11,105,107,164,489,-8395.013462,4130.898333,,-8330,11,184,348,-8393.337128,4241.625667,,110.7273333
-8340,11,105,105,164,489,-8405.744128,4133.047667,,-8340,11,188,347,-8400.577462,4243.501083,,110.4534167
-8350,11,105,106,165,489,-8415.097545,4135.178,,-8350,11,185,348,-8406.670462,4244.667417,,109.4894167
-8360,11,103,105,167,488,-8425.651878,4137.070667,,-8360,11,186,348,-8420.837128,4247.709167,,110.6385
-8370,11,105,105,166,489,-8435.952462,4139.457667,,-8370,11,187,348,-8435.837128,4250.750917,,111.29325
-8380,11,105,105,164,490,-8445.535795,4140.789,,-8380,11,187,348,-8435.837128,4250.750917,,109.9619167
-8390,11,104,107,165,490,-8455.305878,4142.919333,,-8390,11,188,348,-8451.670462,4253.792667,,110.8733333
-8400,11,105,107,166,490,-8465.013462,4145.049667,,-8400,11,185,349,-8459.430128,4254.959,,109.9093333
-8410,11,104,106,166,490,-8475.744128,4147.199,,-8410,11,186,349,-8473.180128,4258.00075,,110.80175
-8420,11,105,106,167,490,-8485.805878,4149.329333,,-8420,11,190,348,-8485.837128,4259.876167,,110.5468333
-8430,11,108,107,164,492,-8495.792462,4150.898333,,-8430,11,187,349,-8487.763462,4261.0425,,110.1441667
-8440,11,104,108,166,491,-8505.221795,4152.791,,-8440,11,188,349,-8503.180128,4264.08425,,111.29325
-8450,11,107,107,165,492,-8515.876545,4155.178,,-8450,11,185,350,-8512.606462,4265.250583,,110.0725833
-8460,11,104,107,167,491,-8525.597545,4157.070667,,-8460,11,186,350,-8525.939795,4268.292333,,111.2216667
-8470,11,105,104,167,491,-8535.911545,4159.22,,-8470,11,186,350,-8525.939795,4268.292333,,109.0723333
-8480,11,105,105,168,491,-8545.910795,4161.350333,,-8480,11,187,350,-8540.106462,4271.334083,,109.98375
-8490,11,106,108,165,493,-8555.668212,4162.919333,,-8490,11,188,350,-8555.106462,4274.375833,,111.4565
-8500,11,108,107,166,493,-8565.792462,4165.049667,,-8500,11,188,350,-8555.106462,4274.375833,,109.3261667
-8510,11,106,107,166,493,-8575.689795,4167.199,,-8510,11,189,350,-8570.939795,4277.417583,,110.2185833
-8520,11,104,106,168,492,-8585.702462,4169.091667,,-8520,11,186,351,-8579.116128,4278.583917,,109.49225
-8530,11,106,108,165,494,-8595.043212,4170.660667,,-8530,11,187,351,-8592.866128,4281.625667,,110.965
-8540,11,107,108,166,494,-8604.750795,4172.791,,-8540,11,191,350,-8605.106462,4283.501083,,110.7100833
-8550,11,106,107,166,494,-8615.064795,4174.940333,,-8550,11,188,351,-8607.449462,4284.667417,,109.7270833
-8560,11,106,108,167,494,-8625.959878,4177.070667,,-8560,11,189,351,-8622.866128,4287.709167,,110.6385
-8570,11,106,106,167,494,-8635.857212,4179.22,,-8570,11,186,352,-8632.709128,4288.8755,,109.6555
-8580,11,106,109,166,495,-8644.959128,4180.532333,,-8580,11,190,351,-8639.116128,4290.750917,,110.2185833
-8590,11,106,107,166,495,-8654.856462,4182.681667,,-8590,11,187,352,-8646.042462,4291.91725,,109.2355833
-8600,11,106,108,167,495,-8664.918212,4184.812,,-8600,11,188,352,-8660.209128,4294.959,,110.147
-8610,11,106,106,167,495,-8675.648878,4186.961333,,-8610,11,189,352,-8675.209128,4298.00075,,111.0394167
-8620,11,106,107,168,495,-8685.648128,4189.091667,,-8620,11,189,352,-8675.209128,4298.00075,,108.9090833
-8630,11,106,107,166,496,-8695.064795,4190.423,,-8630,11,190,352,-8691.042462,4301.0425,,110.6195
-8640,11,105,109,167,496,-8705.959878,4192.553333,,-8640,11,187,353,-8699.635462,4302.208833,,109.6555
-8650,11,106,106,167,496,-8715.857212,4194.702667,,-8650,11,188,353,-8713.385462,4305.250583,,110.5479167
-8660,11,106,107,168,496,-8725.023128,4196.833,,-8660,11,192,352,-8725.209128,4307.126,,110.293
-8670,11,107,107,169,496,-8735.793212,4198.963333,,-8670,11,189,353,-8727.968795,4308.292333,,109.329
-8680,11,105,109,167,497,-8745.751545,4200.294667,,-8680,11,190,353,-8743.385462,4311.334083,,111.0394167
-8690,11,106,109,168,497,-8754.917462,4202.425,,-8690,11,187,354,-8753.645128,4312.500417,,110.0754167
-8700,11,106,107,168,497,-8764.814795,4204.574333,,-8700,11,191,353,-8759.635462,4314.375833,,109.8015
-8710,11,106,108,169,497,-8775.584878,4206.704667,,-8710,11,188,354,-8766.978462,4315.542167,,108.8375
-8720,11,106,105,171,496,-8785.639212,4208.597333,,-8720,11,189,354,-8781.145128,4318.583917,,109.9865833
-8730,11,106,109,168,498,-8794.292462,4210.166333,,-8730,11,193,353,-8794.635462,4320.459333,,110.293
-8740,11,106,107,168,498,-8805.023128,4212.315667,,-8740,11,190,354,-8796.145128,4321.625667,,109.31
-8750,11,106,108,169,498,-8814.959878,4214.446,,-8750,11,191,354,-8811.978462,4324.667417,,110.2214167
-8760,11,108,107,170,498,-8825.667462,4216.576333,,-8760,11,188,355,-8820.988128,4325.83375,,109.2574167
-8770,11,107,106,170,498,-8835.981462,4218.725667,,-8770,11,189,355,-8834.738128,4328.8755,,110.1498333
-8780,11,106,107,168,499,-8845.648128,4220.057,,-8780,11,189,355,-8834.738128,4328.8755,,108.8185
-8790,11,106,108,169,499,-8854.751545,4222.187333,,-8790,11,190,355,-8849.321462,4331.91725,,109.7299167
-8800,11,107,108,170,499,-8865.042462,4224.317667,,-8800,11,191,355,-8864.738128,4334.959,,110.6413333
-8810,11,107,106,170,499,-8875.773128,4226.467,,-8810,11,188,356,-8875.414462,4336.125333,,109.6583333
-8820,11,106,110,169,500,-8885.062545,4227.779333,,-8820,11,192,355,-8880.988128,4338.00075,,110.2214167
-8830,11,106,108,169,500,-8894.959878,4229.928667,,-8830,11,189,356,-8888.747795,4339.167083,,109.2384167
-8840,11,106,109,170,500,-8905.667462,4232.059,,-8840,11,190,356,-8902.914462,4342.208833,,110.1498333
-8850,11,107,106,170,500,-8915.981462,4234.208333,,-8850,11,194,355,-8915.988128,4344.08425,,109.8759167
-8860,11,106,110,169,501,-8924.854212,4235.520667,,-8860,11,191,356,-8917.914462,4345.250583,,109.7299167
-8870,11,106,108,169,501,-8935.584878,4237.67,,-8870,11,192,356,-8933.747795,4348.292333,,110.6223333
-8880,11,106,109,170,501,-8945.459128,4239.800333,,-8880,11,189,357,-8943.174128,4349.458667,,109.6583333
-8890,11,108,108,171,501,-8955.270878,4241.930667,,-8890,11,193,356,-8950.414462,4351.334083,,109.4034167
-8900,11,106,110,169,502,-8965.062545,4243.262,,-8900,11,190,357,-8956.924128,4352.500417,,109.2384167
-8910,11,107,107,169,502,-8975.793212,4245.411333,,-8910,11,191,357,-8971.507462,4355.542167,,110.1308333
-8920,11,106,109,170,502,-8985.667462,4247.541667,,-8920,11,188,358,-8985.517128,4356.7085,,109.1668333
-8930,11,107,109,171,502,-8995.479212,4249.672,,-8930,11,192,357,-8986.924128,4358.583917,,108.9119167
-8940,11,107,106,173,501,-9005.700212,4251.564667,,-8940,11,193,357,-9003.174128,4361.625667,,110.061
-8950,11,107,110,170,503,-9014.311795,4253.133667,,-8950,11,190,358,-9011.350462,4362.792,,109.6583333
-8960,11,107,108,170,503,-9025.042462,4255.283,,-8960,11,191,358,-9025.517128,4365.83375,,110.55075
-8970,11,107,109,171,503,-9035.270878,4257.413333,,-8970,11,191,358,-9025.517128,4365.83375,,108.4204167
-8980,11,106,107,173,502,-9045.908545,4259.306,,-8980,11,192,358,-9040.517128,4368.8755,,109.5695
-8990,11,107,110,170,504,-9054.520128,4260.875,,-8990,11,189,359,-9053.276795,4370.041833,,109.1668333
-9000,11,108,107,170,504,-9065.667462,4263.024333,,-9000,11,193,358,-9056.350462,4371.91725,,108.8929167
-9010,11,107,109,171,504,-9075.479212,4265.154667,,-9010,11,194,358,-9073.017128,4374.959,,109.8043333
-9020,11,109,108,172,504,-9085.645128,4267.285,,-9020,11,191,359,-9079.943462,4376.125333,,108.8403333
-9030,11,107,110,170,505,-9095.145128,4268.616333,,-9030,11,192,359,-9094.526795,4379.167083,,110.55075
-9040,11,108,110,171,505,-9104.540212,4270.746667,,-9040,11,192,359,-9094.526795,4379.167083,,108.4204167
-9050,11,108,108,171,505,-9115.270878,4272.896,,-9050,11,193,359,-9109.943462,4382.208833,,109.3128333
-9060,11,108,109,172,505,-9125.853462,4275.026333,,-9060,11,190,360,-9121.453128,4383.375167,,108.3488333
-9070,11,108,109,170,506,-9134.936795,4276.357667,,-9070,11,191,360,-9134.786462,4386.416917,,110.05925
-9080,11,108,110,171,506,-9144.748545,4278.488,,-9080,11,195,359,-9143.276795,4388.292333,,109.8043333
-9090,11,109,110,172,506,-9155.747795,4280.618333,,-9090,11,192,360,-9148.953128,4389.458667,,108.8403333
-9100,11,109,108,172,506,-9165.645128,4282.767667,,-9100,11,193,360,-9163.953128,4392.500417,,109.73275
-9110,11,109,108,170,507,-9175.978462,4284.099,,-9110,11,193,360,-9163.953128,4392.500417,,108.4014167
-9120,11,108,110,171,507,-9185.373545,4286.229333,,-9120,11,194,360,-9179.786462,4395.542167,,109.3128333
-9130,11,109,110,172,507,-9195.539462,4288.359667,,-9130,11,191,361,-9190.046128,4396.7085,,108.3488333
-9140,11,108,108,174,506,-9205.218795,4290.252333,,-9140,11,192,361,-9203.796128,4399.75025,,109.4979167
-9150,11,109,111,171,508,-9214.851212,4291.821333,,-9150,11,196,360,-9213.953128,4401.625667,,109.8043333
-9160,11,109,109,171,508,-9225.581878,4293.970667,,-9160,11,193,361,-9218.379462,4402.792,,108.8213333
-9170,11,109,110,172,508,-9235.747795,4296.101,,-9170,11,194,361,-9233.796128,4405.83375,,109.73275
-9180,11,108,108,174,507,-9245.427128,4297.993667,,-9180,11,191,362,-9245.722462,4407.000083,,109.0064167
-9190,11,109,111,171,509,-9255.476212,4299.562667,,-9190,11,195,361,-9250.046128,4408.8755,,109.3128333
-9200,11,111,110,172,509,-9265.642128,4301.693,,-9200,11,192,362,-9259.055795,4410.041833,,108.3488333
-9210,11,110,109,172,509,-9275.956128,4303.842333,,-9210,11,193,362,-9273.222462,4413.083583,,109.24125
-9220,11,110,112,171,510,-9285.787212,4305.154667,,-9220,11,197,361,-9285.046128,4414.959,,109.8043333
-9230,11,110,110,171,510,-9295.684545,4307.304,,-9230,11,194,362,-9288.222462,4416.125333,,108.8213333
-9240,11,111,110,172,510,-9305.850462,4309.434333,,-9240,11,195,362,-9304.055795,4419.167083,,109.73275
-9250,11,108,110,174,509,-9315.529795,4311.327,,-9250,11,192,363,-9314.732128,4420.333417,,109.0064167
-9260,11,111,111,171,511,-9325.578878,4312.896,,-9260,11,196,362,-9320.722462,4422.208833,,109.3128333
-9270,11,108,111,173,510,-9334.549878,4314.788667,,-9270,11,193,363,-9328.482128,4423.375167,,108.5865
-9280,11,109,108,173,510,-9345.697212,4316.938,,-9280,11,194,363,-9343.065462,4426.416917,,109.4789167
-9290,11,109,109,174,510,-9355.321462,4319.068333,,-9290,11,194,363,-9343.065462,4426.416917,,107.3485833
-9300,11,109,109,172,511,-9365.488128,4320.399667,,-9300,11,195,363,-9358.482128,4429.458667,,109.059
-9310,11,108,111,173,511,-9375.591545,4322.53,,-9310,11,196,363,-9374.732128,4432.500417,,109.9704167
-9320,11,109,111,174,511,-9385.632462,4324.660333,,-9320,11,193,364,-9384.158462,4433.66675,,109.0064167
-9330,11,108,109,176,510,-9395.895128,4326.553,,-9330,11,197,363,-9391.815462,4435.542167,,108.9891667
-9340,11,109,112,173,512,-9405.069212,4328.122,,-9340,11,194,364,-9398.325128,4436.7085,,108.5865
